id,start,end,text,file
302,481.44,482.44, The information about that audio file.,"10 _Video, Audio & Media in HTML .mp3.json"
303,482.44,483.44, It will preload it.,"10 _Video, Audio & Media in HTML .mp3.json"
304,483.44,484.44, That is.,"10 _Video, Audio & Media in HTML .mp3.json"
305,484.44,485.44, It will load it from the beginning.,"10 _Video, Audio & Media in HTML .mp3.json"
306,485.44,486.44, And what will happen by doing auto.,"10 _Video, Audio & Media in HTML .mp3.json"
307,486.44,487.44, That the browser.,"10 _Video, Audio & Media in HTML .mp3.json"
308,487.44,488.44, Will preload.,"10 _Video, Audio & Media in HTML .mp3.json"
309,488.44,489.44, And.,"10 _Video, Audio & Media in HTML .mp3.json"
310,489.44,490.44, The browser will preload.,"10 _Video, Audio & Media in HTML .mp3.json"
311,490.44,491.44, The entire audio.,"10 _Video, Audio & Media in HTML .mp3.json"
312,491.44,492.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
313,492.44,493.44, So preload is equal to auto.,"10 _Video, Audio & Media in HTML .mp3.json"
314,493.44,494.44, If I do.,"10 _Video, Audio & Media in HTML .mp3.json"
315,494.44,495.44, Then it will download.,"10 _Video, Audio & Media in HTML .mp3.json"
316,495.44,496.44, And automatically.,"10 _Video, Audio & Media in HTML .mp3.json"
317,496.44,497.44, Will be loaded.,"10 _Video, Audio & Media in HTML .mp3.json"
318,497.44,498.44, So that whenever the user plays it.,"10 _Video, Audio & Media in HTML .mp3.json"
319,498.44,499.44, Then the audio is saved.,"10 _Video, Audio & Media in HTML .mp3.json"
320,499.44,500.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
321,500.44,501.44, So.,"10 _Video, Audio & Media in HTML .mp3.json"
322,501.44,502.44, This is the work of the preload attribute.,"10 _Video, Audio & Media in HTML .mp3.json"
323,502.44,503.44, And in interviews.,"10 _Video, Audio & Media in HTML .mp3.json"
324,503.44,504.44, This preload attribute is asked a lot.,"10 _Video, Audio & Media in HTML .mp3.json"
325,504.44,505.44, So you should know.,"10 _Video, Audio & Media in HTML .mp3.json"
326,505.44,506.44, What is the preload attribute?,"10 _Video, Audio & Media in HTML .mp3.json"
327,506.44,507.44, Before moving forward.,"10 _Video, Audio & Media in HTML .mp3.json"
328,507.44,508.44, I want you to share this playlist.,"10 _Video, Audio & Media in HTML .mp3.json"
329,508.44,509.44, With your friends.,"10 _Video, Audio & Media in HTML .mp3.json"
330,509.44,510.44, Because I am seeing.,"10 _Video, Audio & Media in HTML .mp3.json"
331,510.44,511.44, That the interest is declining a lot.,"10 _Video, Audio & Media in HTML .mp3.json"
332,511.44,512.44, As we are moving forward in the videos.,"10 _Video, Audio & Media in HTML .mp3.json"
333,512.44,513.44, My request to you is.,"10 _Video, Audio & Media in HTML .mp3.json"
334,513.44,514.44, That you like this video.,"10 _Video, Audio & Media in HTML .mp3.json"
335,514.44,515.44, And along with that.,"10 _Video, Audio & Media in HTML .mp3.json"
336,515.44,516.44, When you are.,"10 _Video, Audio & Media in HTML .mp3.json"
337,516.44,517.44, In the comments.,"10 _Video, Audio & Media in HTML .mp3.json"
338,517.44,518.44, You can also star it.,"10 _Video, Audio & Media in HTML .mp3.json"
339,518.44,519.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
340,519.44,520.44, Your star.,"10 _Video, Audio & Media in HTML .mp3.json"
341,520.44,521.44, Your likes.,"10 _Video, Audio & Media in HTML .mp3.json"
342,521.44,522.44, All this will help me a lot.,"10 _Video, Audio & Media in HTML .mp3.json"
343,522.44,523.44, To bring such free courses.,"10 _Video, Audio & Media in HTML .mp3.json"
344,523.44,524.44, So this was.,"10 _Video, Audio & Media in HTML .mp3.json"
345,524.44,525.44, About audio and video tags.,"10 _Video, Audio & Media in HTML .mp3.json"
346,525.44,526.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
347,526.44,527.44, I have told you all the attributes.,"10 _Video, Audio & Media in HTML .mp3.json"
348,527.44,528.44, And you definitely.,"10 _Video, Audio & Media in HTML .mp3.json"
349,528.44,529.44, Use it.,"10 _Video, Audio & Media in HTML .mp3.json"
350,529.44,530.44, All the images.,"10 _Video, Audio & Media in HTML .mp3.json"
351,530.44,531.44, I will give you.,"10 _Video, Audio & Media in HTML .mp3.json"
352,531.44,532.44, So that you can try it out.,"10 _Video, Audio & Media in HTML .mp3.json"
353,532.44,533.44, Now a lot of people were asking.,"10 _Video, Audio & Media in HTML .mp3.json"
354,533.44,534.44, Can we use replit?,"10 _Video, Audio & Media in HTML .mp3.json"
355,534.44,535.44, See in this course.,"10 _Video, Audio & Media in HTML .mp3.json"
356,535.44,536.44, I have not used replit.,"10 _Video, Audio & Media in HTML .mp3.json"
357,536.44,537.44, But replit.com.,"10 _Video, Audio & Media in HTML .mp3.json"
358,537.44,538.44, Is an amazing website.,"10 _Video, Audio & Media in HTML .mp3.json"
359,538.44,539.44, If you are interested.,"10 _Video, Audio & Media in HTML .mp3.json"
360,539.44,540.44, Then you can use it.,"10 _Video, Audio & Media in HTML .mp3.json"
361,540.44,541.44, And you can also.,"10 _Video, Audio & Media in HTML .mp3.json"
362,541.44,542.44, Use it.,"10 _Video, Audio & Media in HTML .mp3.json"
363,542.44,543.44, And you can also.,"10 _Video, Audio & Media in HTML .mp3.json"
364,543.44,544.44, Use it.,"10 _Video, Audio & Media in HTML .mp3.json"
365,544.44,545.44, And you can also.,"10 _Video, Audio & Media in HTML .mp3.json"
366,545.44,546.44, Use it.,"10 _Video, Audio & Media in HTML .mp3.json"
367,546.44,547.44, So replit.com.,"10 _Video, Audio & Media in HTML .mp3.json"
368,547.44,548.44, Is an amazing website.,"10 _Video, Audio & Media in HTML .mp3.json"
369,548.44,549.44, If you want.,"10 _Video, Audio & Media in HTML .mp3.json"
370,549.44,550.44, You can use it in your phone.,"10 _Video, Audio & Media in HTML .mp3.json"
371,550.44,551.44, If you want to run.,"10 _Video, Audio & Media in HTML .mp3.json"
372,551.44,552.44, HTML.,"10 _Video, Audio & Media in HTML .mp3.json"
373,552.44,553.44, There is also a replit app.,"10 _Video, Audio & Media in HTML .mp3.json"
374,553.44,554.44, For iOS.,"10 _Video, Audio & Media in HTML .mp3.json"
375,554.44,555.44, There is also for Android.,"10 _Video, Audio & Media in HTML .mp3.json"
376,555.44,556.44, So you can try it out.,"10 _Video, Audio & Media in HTML .mp3.json"
377,556.44,557.44, A lot of people are asking.,"10 _Video, Audio & Media in HTML .mp3.json"
378,557.44,558.44, How to do recording in the phone.,"10 _Video, Audio & Media in HTML .mp3.json"
379,558.44,559.44, Replit.,"10 _Video, Audio & Media in HTML .mp3.json"
380,559.44,560.44, But what I want now.,"10 _Video, Audio & Media in HTML .mp3.json"
381,560.44,561.44, VS code.,"10 _Video, Audio & Media in HTML .mp3.json"
382,561.44,562.44, Which most of the people.,"10 _Video, Audio & Media in HTML .mp3.json"
383,562.44,563.44, Want to use.,"10 _Video, Audio & Media in HTML .mp3.json"
384,563.44,564.44, Prefer.,"10 _Video, Audio & Media in HTML .mp3.json"
385,564.44,565.44, So I thought.,"10 _Video, Audio & Media in HTML .mp3.json"
386,565.44,566.44, Why not make videos in VS code.,"10 _Video, Audio & Media in HTML .mp3.json"
387,566.44,567.44, But I personally.,"10 _Video, Audio & Media in HTML .mp3.json"
388,567.44,568.44, Use replit a lot.,"10 _Video, Audio & Media in HTML .mp3.json"
389,568.44,569.44, Infact videos also come.,"10 _Video, Audio & Media in HTML .mp3.json"
390,569.44,570.44, In replit.,"10 _Video, Audio & Media in HTML .mp3.json"
391,570.44,571.44, Next topic.,"10 _Video, Audio & Media in HTML .mp3.json"
392,571.44,572.44, Is SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
393,572.44,573.44, Related to media.,"10 _Video, Audio & Media in HTML .mp3.json"
394,573.44,574.44, What is SVG?,"10 _Video, Audio & Media in HTML .mp3.json"
395,574.44,575.44, SVG is.,"10 _Video, Audio & Media in HTML .mp3.json"
396,575.44,576.44, A format.,"10 _Video, Audio & Media in HTML .mp3.json"
397,576.44,577.44, With which you.,"10 _Video, Audio & Media in HTML .mp3.json"
398,577.44,578.44, Can create an image.,"10 _Video, Audio & Media in HTML .mp3.json"
399,578.44,579.44, With high graphics.,"10 _Video, Audio & Media in HTML .mp3.json"
400,579.44,580.44, Vector images.,"10 _Video, Audio & Media in HTML .mp3.json"
401,580.44,581.44, So if you copy.,"10 _Video, Audio & Media in HTML .mp3.json"
402,581.44,582.44, You can make a circle.,"10 _Video, Audio & Media in HTML .mp3.json"
403,582.44,583.44, In it.,"10 _Video, Audio & Media in HTML .mp3.json"
404,583.44,584.44, So SVG is used.,"10 _Video, Audio & Media in HTML .mp3.json"
405,584.44,585.44, In the same way.,"10 _Video, Audio & Media in HTML .mp3.json"
406,585.44,586.44, As.,"10 _Video, Audio & Media in HTML .mp3.json"
407,586.44,587.44, It is used.,"10 _Video, Audio & Media in HTML .mp3.json"
408,587.44,588.44, In our IMG tag.,"10 _Video, Audio & Media in HTML .mp3.json"
409,588.44,589.44, So see.,"10 _Video, Audio & Media in HTML .mp3.json"
410,589.44,590.44, If I put SVG here.,"10 _Video, Audio & Media in HTML .mp3.json"
411,590.44,591.44, So this SVG will come here.,"10 _Video, Audio & Media in HTML .mp3.json"
412,591.44,592.44, So see.,"10 _Video, Audio & Media in HTML .mp3.json"
413,592.44,593.44, This circle and SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
414,593.44,594.44, Came here.,"10 _Video, Audio & Media in HTML .mp3.json"
415,594.44,595.44, Video.,"10 _Video, Audio & Media in HTML .mp3.json"
416,595.44,596.44, Audio.,"10 _Video, Audio & Media in HTML .mp3.json"
417,596.44,597.44, SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
418,597.44,598.44, These are inline elements.,"10 _Video, Audio & Media in HTML .mp3.json"
419,598.44,599.44, That's why.,"10 _Video, Audio & Media in HTML .mp3.json"
420,599.44,600.44, We are getting to see in one line.,"10 _Video, Audio & Media in HTML .mp3.json"
421,600.44,601.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
422,601.44,602.44, You have seen here.,"10 _Video, Audio & Media in HTML .mp3.json"
423,602.44,603.44, So.,"10 _Video, Audio & Media in HTML .mp3.json"
424,603.44,604.44, What is here.,"10 _Video, Audio & Media in HTML .mp3.json"
425,604.44,605.44, You can save.,"10 _Video, Audio & Media in HTML .mp3.json"
426,605.44,606.44, SVG file separately.,"10 _Video, Audio & Media in HTML .mp3.json"
427,606.44,607.44, You can save.,"10 _Video, Audio & Media in HTML .mp3.json"
428,607.44,608.44, SVG file separately.,"10 _Video, Audio & Media in HTML .mp3.json"
429,608.44,609.44, Like if I write here.,"10 _Video, Audio & Media in HTML .mp3.json"
430,609.44,610.44, That.,"10 _Video, Audio & Media in HTML .mp3.json"
431,610.44,611.44, IMG.SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
432,611.44,612.44, And save the content of SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
433,612.44,613.44, So if I.,"10 _Video, Audio & Media in HTML .mp3.json"
434,613.44,614.44, Write it as IMG.,"10 _Video, Audio & Media in HTML .mp3.json"
435,614.44,615.44, And write it as.,"10 _Video, Audio & Media in HTML .mp3.json"
436,615.44,616.44, IMG.SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
437,616.44,617.44, So you guys.,"10 _Video, Audio & Media in HTML .mp3.json"
438,617.44,618.44, See here.,"10 _Video, Audio & Media in HTML .mp3.json"
439,618.44,619.44, That I did not get to see.,"10 _Video, Audio & Media in HTML .mp3.json"
440,619.44,620.44, If I write alt here.,"10 _Video, Audio & Media in HTML .mp3.json"
441,620.44,621.44, And write.,"10 _Video, Audio & Media in HTML .mp3.json"
442,621.44,622.44, My.SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
443,622.44,623.44, Image.,"10 _Video, Audio & Media in HTML .mp3.json"
444,623.44,624.44, So you see here.,"10 _Video, Audio & Media in HTML .mp3.json"
445,624.44,625.44, That my.SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
446,625.44,626.44, Image came like this.,"10 _Video, Audio & Media in HTML .mp3.json"
447,626.44,627.44, But SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
448,627.44,628.44, Is not visible.,"10 _Video, Audio & Media in HTML .mp3.json"
449,628.44,629.44, So you see.,"10 _Video, Audio & Media in HTML .mp3.json"
450,629.44,630.44, That my.SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
451,630.44,631.44, Image is not visible.,"10 _Video, Audio & Media in HTML .mp3.json"
452,631.44,632.44, So you see.,"10 _Video, Audio & Media in HTML .mp3.json"
453,632.44,633.44, That my.SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
454,633.44,634.44, Image came like this.,"10 _Video, Audio & Media in HTML .mp3.json"
455,634.44,635.44, But I did not get to see SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
456,635.44,636.44, Why did this happen?,"10 _Video, Audio & Media in HTML .mp3.json"
457,636.44,637.44, This happened because.,"10 _Video, Audio & Media in HTML .mp3.json"
458,637.44,638.44, Because the SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
459,638.44,639.44, SVG file.,"10 _Video, Audio & Media in HTML .mp3.json"
460,639.44,640.44, In browser.,"10 _Video, Audio & Media in HTML .mp3.json"
461,640.44,641.44, I write.,"10 _Video, Audio & Media in HTML .mp3.json"
462,641.44,642.44, And.,"10 _Video, Audio & Media in HTML .mp3.json"
463,642.44,643.44, SVG file.,"10 _Video, Audio & Media in HTML .mp3.json"
464,643.44,644.44, Whenever you want in the browser.,"10 _Video, Audio & Media in HTML .mp3.json"
465,644.44,645.44, To see you.,"10 _Video, Audio & Media in HTML .mp3.json"
466,645.44,646.44, So you.,"10 _Video, Audio & Media in HTML .mp3.json"
467,646.44,647.44, Put a declaration on top.,"10 _Video, Audio & Media in HTML .mp3.json"
468,647.44,648.44, I show you.,"10 _Video, Audio & Media in HTML .mp3.json"
469,648.44,649.44, So I wrote here.,"10 _Video, Audio & Media in HTML .mp3.json"
470,649.44,650.44, SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
471,650.44,651.44, File not showing.,"10 _Video, Audio & Media in HTML .mp3.json"
472,651.44,652.44, So.,"10 _Video, Audio & Media in HTML .mp3.json"
473,652.44,653.44, Here.,"10 _Video, Audio & Media in HTML .mp3.json"
474,653.44,654.44, There is an answer to the stack overflow.,"10 _Video, Audio & Media in HTML .mp3.json"
475,654.44,655.44, Which will tell you.,"10 _Video, Audio & Media in HTML .mp3.json"
476,655.44,656.44, So you have to write this.,"10 _Video, Audio & Media in HTML .mp3.json"
477,656.44,657.44, I show you.,"10 _Video, Audio & Media in HTML .mp3.json"
478,657.44,658.44, XML.,"10 _Video, Audio & Media in HTML .mp3.json"
479,658.44,659.44, Something like this.,"10 _Video, Audio & Media in HTML .mp3.json"
480,659.44,660.44, See.,"10 _Video, Audio & Media in HTML .mp3.json"
481,660.44,661.44, You have to add this.,"10 _Video, Audio & Media in HTML .mp3.json"
482,661.44,662.44, Name space declaration.,"10 _Video, Audio & Media in HTML .mp3.json"
483,662.44,663.44, So this SVG.,"10 _Video, Audio & Media in HTML .mp3.json"
484,663.44,664.44, You have to add this.,"10 _Video, Audio & Media in HTML .mp3.json"
485,664.44,665.44, And.,"10 _Video, Audio & Media in HTML .mp3.json"
486,665.44,666.44, Now you see here.,"10 _Video, Audio & Media in HTML .mp3.json"
487,666.44,667.44, SVG is visible.,"10 _Video, Audio & Media in HTML .mp3.json"
488,667.44,668.44, So this thing is very important.,"10 _Video, Audio & Media in HTML .mp3.json"
489,668.44,669.44, And many people.,"10 _Video, Audio & Media in HTML .mp3.json"
490,669.44,670.44, In the future.,"10 _Video, Audio & Media in HTML .mp3.json"
491,670.44,671.44, Whenever you make websites.,"10 _Video, Audio & Media in HTML .mp3.json"
492,671.44,672.44, Your own.,"10 _Video, Audio & Media in HTML .mp3.json"
493,672.44,673.44, So.,"10 _Video, Audio & Media in HTML .mp3.json"
494,673.44,674.44, Will definitely get stuck in this problem.,"10 _Video, Audio & Media in HTML .mp3.json"
495,674.44,675.44, I keep getting stuck.,"10 _Video, Audio & Media in HTML .mp3.json"
496,675.44,676.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
497,676.44,677.44, So I am telling you.,"10 _Video, Audio & Media in HTML .mp3.json"
498,677.44,678.44, That the problem in which you will get stuck.,"10 _Video, Audio & Media in HTML .mp3.json"
499,678.44,679.44, I told you before.,"10 _Video, Audio & Media in HTML .mp3.json"
500,679.44,680.44, You have not got the problem.,"10 _Video, Audio & Media in HTML .mp3.json"
501,680.44,681.44, I told the problem.,"10 _Video, Audio & Media in HTML .mp3.json"
502,681.44,682.44, That is coming.,"10 _Video, Audio & Media in HTML .mp3.json"
503,682.44,683.44, And also told the solution.,"10 _Video, Audio & Media in HTML .mp3.json"
504,683.44,684.44, Next topic is iframes.,"10 _Video, Audio & Media in HTML .mp3.json"
505,684.44,685.44, Iframes is also.,"10 _Video, Audio & Media in HTML .mp3.json"
506,685.44,686.44, Very simple thing.,"10 _Video, Audio & Media in HTML .mp3.json"
507,686.44,687.44, That.,"10 _Video, Audio & Media in HTML .mp3.json"
508,687.44,688.44, You can embed another website.,"10 _Video, Audio & Media in HTML .mp3.json"
509,688.44,689.44, From iframes.,"10 _Video, Audio & Media in HTML .mp3.json"
510,689.44,690.44, To your website.,"10 _Video, Audio & Media in HTML .mp3.json"
511,690.44,691.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
512,691.44,692.44, Like if I want.,"10 _Video, Audio & Media in HTML .mp3.json"
513,692.44,693.44, That I embed this web page.,"10 _Video, Audio & Media in HTML .mp3.json"
514,693.44,694.44, So I can do something like this.,"10 _Video, Audio & Media in HTML .mp3.json"
515,694.44,695.44, By using iframes.,"10 _Video, Audio & Media in HTML .mp3.json"
516,695.44,696.44, So see.,"10 _Video, Audio & Media in HTML .mp3.json"
517,696.44,697.44, I wrote iframe this.,"10 _Video, Audio & Media in HTML .mp3.json"
518,697.44,698.44, And I will copy this URL.,"10 _Video, Audio & Media in HTML .mp3.json"
519,698.44,699.44, And I will paste here.,"10 _Video, Audio & Media in HTML .mp3.json"
520,699.44,700.44, And you see here.,"10 _Video, Audio & Media in HTML .mp3.json"
521,700.44,701.44, That this website.,"10 _Video, Audio & Media in HTML .mp3.json"
522,701.44,702.44, Is fully embedded.,"10 _Video, Audio & Media in HTML .mp3.json"
523,702.44,703.44, Here.,"10 _Video, Audio & Media in HTML .mp3.json"
524,703.44,704.44, In this much iframe.,"10 _Video, Audio & Media in HTML .mp3.json"
525,704.44,705.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
526,705.44,706.44, You definitely want.,"10 _Video, Audio & Media in HTML .mp3.json"
527,706.44,707.44, That you embed in this big iframe.,"10 _Video, Audio & Media in HTML .mp3.json"
528,707.44,708.44, But if you want.,"10 _Video, Audio & Media in HTML .mp3.json"
529,708.44,709.44, That it is embedded.,"10 _Video, Audio & Media in HTML .mp3.json"
530,709.44,710.44, So you can embed it like this.,"10 _Video, Audio & Media in HTML .mp3.json"
531,710.44,711.44, I do one thing.,"10 _Video, Audio & Media in HTML .mp3.json"
532,711.44,712.44, I increase its height a little.,"10 _Video, Audio & Media in HTML .mp3.json"
533,712.44,713.44, So width is equal to width.,"10 _Video, Audio & Media in HTML .mp3.json"
534,713.44,714.44, It is written.,"10 _Video, Audio & Media in HTML .mp3.json"
535,714.44,715.44, Width is equal to.,"10 _Video, Audio & Media in HTML .mp3.json"
536,715.44,716.44, I give.,"10 _Video, Audio & Media in HTML .mp3.json"
537,716.44,717.44, Let us say.,"10 _Video, Audio & Media in HTML .mp3.json"
538,717.44,718.44, Width is equal to.,"10 _Video, Audio & Media in HTML .mp3.json"
539,718.44,719.44, Width is equal to.,"10 _Video, Audio & Media in HTML .mp3.json"
540,719.44,720.44, Let us say.,"10 _Video, Audio & Media in HTML .mp3.json"
541,720.44,721.44, 122.,"10 _Video, Audio & Media in HTML .mp3.json"
542,721.44,722.44, Height is equal to.,"10 _Video, Audio & Media in HTML .mp3.json"
543,722.44,723.44, 444.,"10 _Video, Audio & Media in HTML .mp3.json"
544,723.44,724.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
545,724.44,725.44, Assume.,"10 _Video, Audio & Media in HTML .mp3.json"
546,725.44,726.44, So see.,"10 _Video, Audio & Media in HTML .mp3.json"
547,726.44,727.44, It came like this.,"10 _Video, Audio & Media in HTML .mp3.json"
548,727.44,728.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
549,728.44,729.44, Now definitely.,"10 _Video, Audio & Media in HTML .mp3.json"
550,729.44,730.44, It was coming in this width.,"10 _Video, Audio & Media in HTML .mp3.json"
551,730.44,731.44, So it came in this line.,"10 _Video, Audio & Media in HTML .mp3.json"
552,731.44,732.44, But if I increase the width a little.,"10 _Video, Audio & Media in HTML .mp3.json"
553,732.44,733.44, Let us say.,"10 _Video, Audio & Media in HTML .mp3.json"
554,733.44,734.44, I increase the width.,"10 _Video, Audio & Media in HTML .mp3.json"
555,734.44,735.44, 322.,"10 _Video, Audio & Media in HTML .mp3.json"
556,735.44,736.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
557,736.44,737.44, So see.,"10 _Video, Audio & Media in HTML .mp3.json"
558,737.44,738.44, It is fully embedded here.,"10 _Video, Audio & Media in HTML .mp3.json"
559,738.44,739.44, My website.,"10 _Video, Audio & Media in HTML .mp3.json"
560,739.44,740.44, You see.,"10 _Video, Audio & Media in HTML .mp3.json"
561,740.44,741.44, So you can embed a website.,"10 _Video, Audio & Media in HTML .mp3.json"
562,741.44,742.44, One more use case.,"10 _Video, Audio & Media in HTML .mp3.json"
563,742.44,743.44, Of iframe is.,"10 _Video, Audio & Media in HTML .mp3.json"
564,743.44,744.44, YouTube video.,"10 _Video, Audio & Media in HTML .mp3.json"
565,744.44,745.44, If you want.,"10 _Video, Audio & Media in HTML .mp3.json"
566,745.44,746.44, You share YouTube video.,"10 _Video, Audio & Media in HTML .mp3.json"
567,746.44,747.44, And click on embed here.,"10 _Video, Audio & Media in HTML .mp3.json"
568,747.44,748.44, So it will give you.,"10 _Video, Audio & Media in HTML .mp3.json"
569,748.44,749.44, Iframe code.,"10 _Video, Audio & Media in HTML .mp3.json"
570,749.44,750.44, And you.,"10 _Video, Audio & Media in HTML .mp3.json"
571,750.44,751.44, You can start it here.,"10 _Video, Audio & Media in HTML .mp3.json"
572,751.44,752.44, In any way.,"10 _Video, Audio & Media in HTML .mp3.json"
573,752.44,753.44, If you want.,"10 _Video, Audio & Media in HTML .mp3.json"
574,753.44,754.44, Start at a particular time.,"10 _Video, Audio & Media in HTML .mp3.json"
575,754.44,755.44, You can do that here too.,"10 _Video, Audio & Media in HTML .mp3.json"
576,755.44,756.44, The point.,"10 _Video, Audio & Media in HTML .mp3.json"
577,756.44,757.44, At which point.,"10 _Video, Audio & Media in HTML .mp3.json"
578,757.44,758.44, You will share it.,"10 _Video, Audio & Media in HTML .mp3.json"
579,758.44,759.44, That time comes here.,"10 _Video, Audio & Media in HTML .mp3.json"
580,759.44,760.44, I will show you.,"10 _Video, Audio & Media in HTML .mp3.json"
581,760.44,761.44, Wait.,"10 _Video, Audio & Media in HTML .mp3.json"
582,761.44,762.44, As if.,"10 _Video, Audio & Media in HTML .mp3.json"
583,762.44,763.44, I want to start from here.,"10 _Video, Audio & Media in HTML .mp3.json"
584,763.44,764.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
585,764.44,765.44, Assume.,"10 _Video, Audio & Media in HTML .mp3.json"
586,765.44,766.44, Start the video from here.,"10 _Video, Audio & Media in HTML .mp3.json"
587,766.44,767.44, So what I will do.,"10 _Video, Audio & Media in HTML .mp3.json"
588,767.44,768.44, I will click on share.,"10 _Video, Audio & Media in HTML .mp3.json"
589,768.44,769.44, After clicking on share.,"10 _Video, Audio & Media in HTML .mp3.json"
590,769.44,770.44, I will click on embed.,"10 _Video, Audio & Media in HTML .mp3.json"
591,770.44,771.44, I will do start at 1219.,"10 _Video, Audio & Media in HTML .mp3.json"
592,771.44,772.44, And I will copy it.,"10 _Video, Audio & Media in HTML .mp3.json"
593,772.44,773.44, See in the copy button.,"10 _Video, Audio & Media in HTML .mp3.json"
594,773.44,774.44, And I will put it here.,"10 _Video, Audio & Media in HTML .mp3.json"
595,774.44,775.44, In my code.,"10 _Video, Audio & Media in HTML .mp3.json"
596,775.44,776.44, So I will comment.,"10 _Video, Audio & Media in HTML .mp3.json"
597,776.44,777.44, This iframe.,"10 _Video, Audio & Media in HTML .mp3.json"
598,777.44,778.44, And I will put it in the iframe below.,"10 _Video, Audio & Media in HTML .mp3.json"
599,778.44,779.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
600,779.44,780.44, I will do word wrap.,"10 _Video, Audio & Media in HTML .mp3.json"
601,780.44,781.44, So that.,"10 _Video, Audio & Media in HTML .mp3.json"
602,781.44,782.44, You can see the code properly.,"10 _Video, Audio & Media in HTML .mp3.json"
603,782.44,783.44, So now what I will do.,"10 _Video, Audio & Media in HTML .mp3.json"
604,783.44,784.44, After pasting this.,"10 _Video, Audio & Media in HTML .mp3.json"
605,784.44,785.44, I.,"10 _Video, Audio & Media in HTML .mp3.json"
606,785.44,786.44, I will show you the document.,"10 _Video, Audio & Media in HTML .mp3.json"
607,786.44,787.44, See this video.,"10 _Video, Audio & Media in HTML .mp3.json"
608,787.44,788.44, Embedded here.,"10 _Video, Audio & Media in HTML .mp3.json"
609,788.44,789.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
610,789.44,790.44, So I hope.,"10 _Video, Audio & Media in HTML .mp3.json"
611,790.44,791.44, You must have understood this thing.,"10 _Video, Audio & Media in HTML .mp3.json"
612,791.44,792.44, And.,"10 _Video, Audio & Media in HTML .mp3.json"
613,792.44,793.44, Media.,"10 _Video, Audio & Media in HTML .mp3.json"
614,793.44,794.44, In HTML.,"10 _Video, Audio & Media in HTML .mp3.json"
615,794.44,795.44, That's all.,"10 _Video, Audio & Media in HTML .mp3.json"
616,795.44,796.44, Pretty much.,"10 _Video, Audio & Media in HTML .mp3.json"
617,796.44,797.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
618,797.44,798.44, Miscellaneous.,"10 _Video, Audio & Media in HTML .mp3.json"
619,798.44,799.44, In every topic.,"10 _Video, Audio & Media in HTML .mp3.json"
620,799.44,800.44, You will see a lot of things.,"10 _Video, Audio & Media in HTML .mp3.json"
621,800.44,801.44, But pretty much.,"10 _Video, Audio & Media in HTML .mp3.json"
622,801.44,802.44, That's all about media.,"10 _Video, Audio & Media in HTML .mp3.json"
623,802.44,803.44, Audio.,"10 _Video, Audio & Media in HTML .mp3.json"
624,803.44,804.44, Video.,"10 _Video, Audio & Media in HTML .mp3.json"
625,804.44,805.44, Media.,"10 _Video, Audio & Media in HTML .mp3.json"
626,805.44,806.44, That's all.,"10 _Video, Audio & Media in HTML .mp3.json"
627,806.44,807.44, So what you will use.,"10 _Video, Audio & Media in HTML .mp3.json"
628,807.44,808.44, 95% of the times.,"10 _Video, Audio & Media in HTML .mp3.json"
629,808.44,809.44, Okay.,"10 _Video, Audio & Media in HTML .mp3.json"
630,809.44,810.44, Now I give you a quick quiz.,"10 _Video, Audio & Media in HTML .mp3.json"
631,810.44,811.44, And your quick quiz is.,"10 _Video, Audio & Media in HTML .mp3.json"
632,811.44,812.44, Create a website.,"10 _Video, Audio & Media in HTML .mp3.json"
633,812.44,813.44, Which shows.,"10 _Video, Audio & Media in HTML .mp3.json"
634,813.44,814.44, Videos of different categories.,"10 _Video, Audio & Media in HTML .mp3.json"
